Czyj to podręcznik?[sound:57573626157174703217304195178295348918120354243346387985231.mp3]	Whose textbook is this?
Otwierać.[sound:54476718583906529181860422689494840492423277235091774831521.mp3]	Open up.
Wąż mnie ugryzł.[sound:896794775758081058055232062929684484346334139344283352201.mp3]	A snake bit me.
Mogę usiąść obok ciebie?[sound:75116375945889350984914725963493759206930613580267239476041.mp3]	May I sit next to you?
Kobieta czyta.[sound:9222365418222155962396019671526149079295978426904947265210.mp3]	The woman is reading.
Możesz poczekać tyle czasu?[sound:55309882649752109390618544704197260412306949804750174187038.mp3]	Can you wait that long?
Mam 13 kotów.[sound:13834441470461847679162372378888017141163470404642977082207.mp3]	I keep thirteen cats.
Nie możemy ufać Tomowi.[sound:60372118870346309429992152046968634398801782977395477408018.mp3]	We can't trust Tom.
To są prezenty.[sound:91377408126051592174673645753289448147484904704215369537940.mp3]	These are gifts.
Skończ śnić.[sound:79051236841664777601863732628560721774915221431098444774028.mp3]	Stop dreaming.
Nie mogliśmy go znaleźć.[sound:65361272084417225347013047338989366877069887961147482889988.mp3]	We couldn't find it.
Czy kiedykolwiek tego spróbowałeś?[sound:56810431815543187468811509648787588778556010257115549534596.mp3]	Have you actually ever tried it?
To nie przesada.[sound:40538112662235033313587288038562660461224922304521050127749.mp3]	That's no exaggeration.
Plotka jest nieprawdziwa.[sound:61503768407885265619701242579822582508841755095569688693401.mp3]	The rumor isn't true.
Ptaki powracają na wiosnę.[sound:11788456460461399238431628755617708660328722719549259790278.mp3]	The birds return in the Spring.
Spotkajmy się na drinka.[sound:69329801606861183837705661555434739642588514188514794156069.mp3]	Let's meet for a drink.
Powinieneś iść do domu.[sound:8619663005473163028914715976112915794717479950832135773163.mp3]	You should go home.
Masz naprawdę dobry głos.[sound:52217646843148778129881266069263950701057321826888878340033.mp3]	You have a really nice voice.
Czytam coś Szekspira.[sound:79160113132032328419565563714741961818411619572398467181800.mp3]	I'm reading something by Shakespeare.
Chłopiec nie widzi litery.[sound:85410396960882774637491254674379323549180164628910019383707.mp3]	The boy doesn't see the letter.
Nie boi się śmierci.[sound:53778961551301528147665339152690439431936006678174978153900.mp3]	He isn't afraid to die.
One już poszły.[sound:77811724500153395065859916367762138714349918762465601111265.mp3]	They already left.
Kto chce gorącej czekolady?[sound:80200647972135126568493251452289832380739973603141284172864.mp3]	Who wants some hot chocolate?
Wolę psy niż koty.[sound:25103347213905074850909694989919612692472924804599618699109.mp3]	I like dogs better than cats.
Potrzebuję snu.[sound:45242662350697442908013969914009097490201048799369104422289.mp3]	I need sleep.
Wygrałam pierwszą nagrodę![sound:53888917850751505023650482846074675013955153634843069564412.mp3]	I've won first prize!
Wszystko zawdzięczam wam.[sound:43173044460846057470618045519363122663681313898729649193272.mp3]	I owe it all to you.
Tom jest moim wrogiem.[sound:40860151120077681887679181990172486118472619340849580758039.mp3]	Tom is my enemy.
Nie mam takiego zamiaru.[sound:21197504441560346440722543803746565809473440652732917007857.mp3]	I wouldn't think of it.
Tom to kocha.[sound:69448142726512588562363044271049678383862783911471368534639.mp3]	Tom loves this.
Słuchaj głosu swego serca![sound:51168979262027495745580248226661359119072520397698426500865.mp3]	Listen to the voice of your heart!
Zostawili to pod stołem.[sound:81405779014640211620939027065832063774614306697357272424922.mp3]	They left it under the table.
Ktoś Cię zauważy.[sound:98303636521622331461153119648190873052184865531214666301041.mp3]	Somebody's going to notice you.
Zostawiłem portfel w samochodzie.[sound:45891626314973640997019945529961249406222530969581630824332.mp3]	I left my wallet in the car.
Nie ruszaj się.[sound:14576003803678601161692426284955333331742644223308519651504.mp3]	Don't move.
Życie nie jest łatwe.[sound:56413147511824575230692385954615835781807427370170232006665.mp3]	Life's not easy.
Idź stąd.[sound:87113285682239729582171714169775051286331405387900025924716.mp3]	Go away!
Tom wyszedł ze szpitala.[sound:30402837456357904704422459475788079945948051737565843804580.mp3]	Tom got out of the hospital.
Czy zamierzasz śpiewać?[sound:1255546446309255219503161497006252741870501590842888680653.mp3]	Are you going to sing?
Osiwiał.[sound:49101847472103679662722470502100829158942876277843970386295.mp3]	His hair has turned grey.
Planety krążą wokół Słońca.[sound:91654278793819315263281994430448676036971746210977551012228.mp3]	Planets orbit the sun.
Jadłeś kiedyś mięso wieloryba?[sound:68787908504649567583959665648003187873962979877097229932443.mp3]	Have you ever eaten whale meat?
To moje miejsce.[sound:932008822960181686719964094230838394799952311964785137764.mp3]	That's my seat.
Zamierzam z nim porozmawiać.[sound:60298555689582758642269350023130673033319861210295717172869.mp3]	I'm going to speak to him.
Czas zbiera swoje żniwo.[sound:88309687268494200864535104860652276133153325751046594639053.mp3]	Time takes its toll.
Bieganie tutaj jest niebezpieczne.[sound:57361954973070461949345608451416679312606837076874975697926.mp3]	It is dangerous to run here.
Przyszedł tu przed południem.[sound:51177127983185333978083206949605627092668885491421347611968.mp3]	He came here before noon.
Mówisz po bułgarsku?[sound:63239041885374134448179006561758830392070973847483252551631.mp3]	Do you speak Bulgarian?
Brzozy mają białą korę.[sound:23846479705707124252936357243249015459913823748154930989605.mp3]	Birch trees have white bark.
Nie znoszę tych słów.[sound:65471391776670586684429565604776332347555520694590591384102.mp3]	I hate these words.
Zauważam prawidłowość.[sound:34679379018905417009711172578731470624855217339176286254771.mp3]	I see a pattern.
Nie chcę tu jeść.[sound:19790011906503443255347043567703484486488888335936174618370.mp3]	I don't want to eat here.
Podziękuj jej za pomoc.[sound:95838096921134163043622254725842160420219965709184410964139.mp3]	Thank her for the help.
Ona bardzo ładnie śpiewa.[sound:19546182337030171686236147991736900064144570471304149909658.mp3]	She can sing very well.
Potrafię zrobić to sam.[sound:46077839718999534405009450550814759136843149595923132435675.mp3]	I can do this myself.
Mary jest atrakcyjna.[sound:9531338916182299646489673905744530764772179798267646138401.mp3]	Mary is attractive.
Musisz iść ściąć włosy.[sound:33100466491636952848758587058839363504569209183831531555597.mp3]	You should go and have your hair cut.
On umie dobrze czytać.[sound:22740016591998765680166167176908202877314432730734785230782.mp3]	He can read well.
Zaczęło się od pomysłu.[sound:21279624769772982527827086268409098321902499175293334893908.mp3]	It all started with an idea.
Patrzą na siebie nawzajem.[sound:44952000638233159728048527532307163524790914341522692305066.mp3]	They're staring at each other.
Myślisz, że jestem dyktatorem?[sound:8418682718515447627155221801709040841518177612470370958788.mp3]	Do you think I'm a dictator?
Spotykamy się w niedzielę.[sound:47165728361173153381170508005060208625360966316492819895967.mp3]	We're meeting on Sunday.
Tom chciał zobaczyć Mary.[sound:58649274450646003755914644493165945085865154670497570055076.mp3]	Tom wanted to see Mary.
Tom wie.[sound:6826303058539811685846168106658192708695002680213319696486.mp3]	Tom knows.
Nie rozmawiajmy z nią.[sound:87596951716602193242247306060715229898957859795462714177510.mp3]	Let's not talk to her.
Byłeś tu sam?[sound:58249311171550319689445380442028239444720777718899157169325.mp3]	Were you here alone?
Przejrzałem dokumenty.[sound:92154743747053204251692755285056029849567348103941142902342.mp3]	I looked over the documents.
Kiedy się zaczyna?[sound:85923491896147860813829067136568900872844377547014680959431.mp3]	What time does it start?
Założył rękawiczki.[sound:92098165820350936364584820096604258648083227401669642071426.mp3]	He put on his gloves.
Tom pije.[sound:84812482160486637115675318536958939523199681277749375310397.mp3]	Tom drinks.
Jesteśmy na miejscu![sound:31074030790508555566690516127882435199253903922206169816880.mp3]	Here we are!
On uwielbia łowić ryby.[sound:39774400081894024397424692979037629212024538426123127901188.mp3]	He loves fishing.
Odnośnie ludzkości...[sound:90447204439657593895915856538793414410155091529149422175639.mp3]	Regarding humankind...
On nie jest idiotą.[sound:31865928009152736339845574566152867337199747467713291620546.mp3]	He's not an idiot.
Brałeś kiedykolwiek urlop?[sound:37480741251870018044849665395144318675206476728031542243865.mp3]	Have you ever taken a vacation?
Błagał, żeby wróciła.[sound:2660152449136497806679220283729853692811731104581503350083.mp3]	He implored her to come back.
Czy cel uświęca środki?[sound:23397281941415915363213514593585715586825801911518869853779.mp3]	Does the end justify the means?
Zapytałem go wprost.[sound:58553519773664422547264403286403572048909203833129633498737.mp3]	I asked him point-blank.
Jabłka są dojrzałe.[sound:93688458538183665850046562856255106815993304668514264305125.mp3]	The apples are ripe.
On ma zacząć jutro.[sound:94973635557101375698121587118089267432940563849745899541501.mp3]	He is to start tomorrow.
Lubię pociągi.[sound:76098924704163564203073030725961859930207923878098975192340.mp3]	I like trains.
Chodźmy obejrzeć film.[sound:77452272333550492129666614222132972641026861876167279974775.mp3]	Let's go watch a movie.
Będzie padać po południu.[sound:35008781136506266942871923098901294876686107100442520442396.mp3]	It will rain in the afternoon.
Skończ to.[sound:34802240095275318663883842301881969985996442484978459022592.mp3]	Finish this.
Kiedy zacznie się przedstawienie?[sound:99887184478455465124472676183435210153244276337449371671485.mp3]	When will the show begin?
Znam pańskiego syna.[sound:18707419727529464230911813283518158598149024019712899048008.mp3]	I know your son.
Są naprawdę utalentowani.[sound:80063955767648722394269523818052534512035545713874842744515.mp3]	They're really gifted.
Tom jest nudny.[sound:97725434750407175454714980294282974840695005714494069498273.mp3]	Tom is boring.
On gra w Monopol.[sound:38242192881563763851524700337150172843446653087272853503434.mp3]	He's playing Monopoly.
Spadaj![sound:92877428560986339943397411537144581025217672180462954874592.mp3]	Get lost!
Słuchaj, musimy porozmawiać.[sound:46141679490559058134711695813508074107287751834866854894462.mp3]	Listen, we need to talk.
Tak dobrze, czyż nie?[sound:38323644263946338506068477893821747038725631043388475917558.mp3]	That's good, isn't it?
Wytłumaczę ci to.[sound:41820378650064085956679262213174309200460824333483252712636.mp3]	I'll explain it to you.
Ile masz samochodów?[sound:88386998587840988710989407878263483349335771320211212152014.mp3]	How many cars do you have?
Tom będzie ci posłuszny.[sound:53145157500530118476050429895391950499369611753762952475627.mp3]	Tom will obey you.
Chciałbym zarezerwować pokój.[sound:48077830825697228013723344682513264232806991010479194101373.mp3]	I'd like a hotel reservation.
Jest zachwycony twoim sukcesem.[sound:56633131003823409176363162264858602292630657061803850685947.mp3]	He is delighted at your success.
Tom powiedział, że wróci.[sound:66732393128157839074613354092903779204109277830787531179284.mp3]	Tom said that he would come back.
Kim są ci ludzie?[sound:71973863593435273583093498476259254376535097779083790711375.mp3]	Who are these people?
Masz słuchawki?[sound:32295570537706509265879130159639861983276175260185608182062.mp3]	Do you have earphones?
Czy Tom nadal pracuje?[sound:91505858989253566572532748603267979867936918866840354949368.mp3]	Is Tom still working?
Proszę nie rób tego.[sound:93208785142837889051145015069169318887968300389467109739850.mp3]	Please don't do it.
Dałeś mu już znać?[sound:45818190596701421205955931492557972080267517712817054816144.mp3]	Did you let him know yet?
Dom się pali.[sound:4392132963384896723968043640552686976933581905692384787898.mp3]	The house is burning.
Czy to stacja kolejowa?[sound:8555285988822859731871651348244231698523900933876036706789.mp3]	Is that the railroad station?
Ucho mnie swędzi.[sound:61028981648173560920885811475384280286086110168433642260583.mp3]	My ear is itching.
Przeproś ją.[sound:3658771035594815306387106677616759147473393597086068331667.mp3]	Apologize to her.
Proszę, życz mi szczęścia.[sound:22339287813816002203726666271976829298927172050356559185974.mp3]	Please wish me luck.
Zrobię to z przyjemnością.[sound:31311462063303838336833599351266676431458395087268822089459.mp3]	I'll do it with pleasure.
Wynajęła prywatnego detektywa.[sound:15668336727361269950862640362814637850131509116319615117027.mp3]	She hired a private investigator.
To jest wasza córka?[sound:56313955116082199368958120555532118808796755212110830943386.mp3]	Is this your daughter?
Przestań.[sound:57864953973487584523030284575260376107140578408938815939407.mp3]	Stop that.
Tom był wtedy kelnerem.[sound:29189088591883717858704817918391374235636617272987608104880.mp3]	Tom was a waiter at that time.
Tom nie ma braci.[sound:98278183731704538254972780083116331785732320519152732277310.mp3]	Tom doesn't have any brothers.
To też prawda.[sound:61314500854042598485095790230220461643284250438156549181227.mp3]	That's true, too.
Urodziłem się w Australii.[sound:76204109355583526941932207075803931113512893043070835397764.mp3]	I was born in Australia.
Szybko, pomocy![sound:63656713398466364949942942530513149929479699913865985260303.mp3]	Hurry, help.
Niemcy mają dobrych piłkarzy.[sound:17013986861406735238344382787528245415266464618255231720424.mp3]	Germany has good football players.
Nie zostawimy cię tu.[sound:22299202092472799704694588851135906627614792226628378143725.mp3]	We're not leaving you here.
Lubię pływać po południu.[sound:52204224455588658245852455458220672701332420351825504487568.mp3]	I like to swim in the afternoon.
To niezaprzeczalnie najlepsza metoda.[sound:81911974169113024493181589954716644707423772808755849731216.mp3]	It's undeniably the best method.
Tom jest odważny.[sound:90315009831313136829160313389179713459810036369799632756118.mp3]	Tom is courageous.
